,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario,scenario_navn
23,31,høyBlokk,P3,,,Harry Borthens Vei 13,2987239,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,TEK10/TEK17,3725,0,12,10.447886,63.454105,False,True,False,False,False,False,0,0,False,"[43.64284873 42.69889797 41.93946732 ... 53.43182391 47.99591017
 46.53867416]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]","[38.12900166 39.1335902  39.42076088 ... 43.4148221  39.573804
 40.26232555]","[ 5.51384706  3.56530776  2.51870643 ... 10.0170018   8.42210617
  6.2763486 ]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]",0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,"[59.15530093 54.77457205 52.79442761 ... 80.08093953 71.75287359
 65.3940032 ]",436900.0,17.0,5.0,321014.36103088496,0.0,0,149133.3339414575,0.0,0.0,33210.542112231364,15.0883609575,0.0,0,17.1463303325,0.0,0.0,15.296887885416668,10.8672989825,0.0,0,13.953694667499999,0.0,0.0,20.198820260416667,Mer bergvarme og solceller,Oppgradert bygningsmasse
24,35,sjømennenesAldershjem,P3,,,Sjømannsveien 21A,2987440,Annen bygning for bofellesskap,Sykehjem,TEK10/TEK17,2232,0,5,10.442713,63.450953,True,True,False,False,False,True,0,0,False,"[28.73801601 29.15667091 30.85737634 ... 31.02578007 29.41209809
 29.13357997]","[19.79411814 19.46534342 19.51893263 ... 22.42060026 21.39376553
 20.33546854]","[23.06280335 23.82250874 25.54263905 ... 23.96490722 23.31105576
 23.04329969]",[5.67521266 5.33416216 5.31473729 ... 7.06087285 6.10104232 6.09028029],"[19.79411814 19.46534342 19.51893263 ... 22.42060026 21.39376553
 20.33546854]",[8.21086172 8.3304774  8.81639324 ... 8.86450859 8.4034566  8.32387999],"[-20.52715429 -20.82619351 -22.0409831  ... -22.16127148 -21.00864149
 -20.80969998]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],1941.0,1164600.0,"[28.00497986 27.79582083 28.33532587 ... 31.28510885 29.79722213
 28.65934853]",253400.0,12.0,10.0,228829.4951343408,155264.74556807833,0,227606.15649931922,62105.8982272313,11458.8513390312,47758.98845283246,17.227061236799997,12.305043740571428,0,29.032945344,4.92201749622857,0.0,21.997951416,25.904203855200002,18.503002753714288,0,31.963820255999998,7.401201101485714,0.0,29.04725916,Mer bergvarme og solceller,Oppgradert bygningsmasse
25,36,mindreBygg,P3,,,Østmarkveien 28U,2987456,Barnehage,Barnehage,TEK10/TEK17,410,0,2,10.444561,63.451796,False,True,False,False,False,False,0,0,False,[3.38275756 3.53208678 3.55023469 ... 3.01604036 2.72807428 3.04566335],[2.04554104 2.07774302 2.07322527 ... 1.75736242 1.80888933 1.85366974],[2.74641788 2.92721509 2.93952079 ... 2.46830061 2.22791733 2.43790252],[0.63633968 0.60487169 0.6107139  ... 0.54773975 0.50015695 0.60776083],[2.04554104 2.07774302 2.07322527 ... 1.75736242 1.80888933 1.85366974],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[5.42829861 5.6098298  5.62345996 ... 4.77340278 4.53696361 4.89933309],37200.0,-8.0,-6.0,30268.00217714,0.0,0,30804.379853859,0.0,0.0,23847.787617607002,1.167188369,0.0,0,1.725061429,0.0,0.0,11.338475995,2.567493759,0.0,0,6.93907616,0.0,0.0,15.08441578,Mer bergvarme og solceller,Oppgradert bygningsmasse
26,38,nidarosDPS,P3,,,Østmarkveien 39,2987668,Sykehus,Sykehus,TEK10/TEK17,1615,0,4,10.454588,63.45375,True,False,False,False,False,True,0,0,True,"[-47.96995631 -47.87920559 -47.15150855 ... -41.53361731 -45.09908082
 -45.91452233]","[15.90884142 15.69115476 15.64360948 ... 17.46482593 16.98739446
 16.56067835]","[12.73834351 12.94548793 13.80379971 ... 11.67167267 11.37957602
 11.54853651]",[2.29170018 2.17530648 2.04469175 ... 2.79471002 2.52134317 2.53694116],"[15.90884142 15.69115476 15.64360948 ... 17.46482593 16.98739446
 16.56067835]","[-13.7057018  -13.67977302 -13.47185959 ... -11.8667478  -12.88545166
 -13.11843495]","[34.26425451 34.19943256 33.67964896 ... 29.66686951 32.21362915
 32.79608738]",[0. 0. 0. ... 0. 0. 0.],0,0,1793.0,1075800.0,[2.20313961 2.01138174 2.1717499  ... 5.59807812 4.1019428  3.4422434 ],165400.0,24.0,31.0,198158.94060050597,141550.07389323605,0,221980.261047843,56620.02955729443,11.162850024500003,0.0,6.4121561095,4.580111506785714,0,22.449182821999997,1.8320446027142854,0.0,0.0,14.051079249,10.036485177857143,0,34.573538537,4.014594071142858,0.0,0.0,Mer bergvarme og solceller,Oppgradert bygningsmasse
27,39,nidarosDPS,P3,,,Østmarkveien  33,2987670,Sykehus,Sykehus,TEK10/TEK17,1595,0,4,10.454744,63.452869,False,False,False,False,False,False,0,0,False,"[14.84391312 14.93354    15.6522253  ... 14.28723244 13.72877158
 13.91104451]","[15.7118279  15.49683705 15.44988057 ... 17.24854325 16.77702425
 16.35559255]","[12.58059312 12.78517229 13.63285482 ... 11.52713183 11.23865247
 11.40552058]",[2.26331999 2.1483677  2.01937049 ... 2.76010061 2.4901191  2.50552393],"[15.7118279  15.49683705 15.44988057 ... 17.24854325 16.77702425
 16.35559255]",0,0,0,0,0,0.0,0.0,"[30.55574102 30.43037705 31.10210588 ... 31.53577569 30.50579583
 30.26663706]",330500.0,29.0,43.0,111240.197982782,0.0,0,219231.279486879,0.0,0.0,0.0,6.332748603500001,0.0,0,22.171174366,0.0,0.0,0.0,8.838098203,0.0,0,34.145383261,0.0,0.0,0.0,Mer bergvarme og solceller,Oppgradert bygningsmasse
28,40,nidarosDPS,P3,,,Østmarkveien 31,2987671,Sykehus,Sykehus,TEK10/TEK17,1595,0,4,10.45264,63.452522,True,True,False,False,False,True,0,0,False,"[14.84391312 14.93354    15.6522253  ... 14.28723244 13.72877158
 13.91104451]","[15.7118279  15.49683705 15.44988057 ... 17.24854325 16.77702425
 16.35559255]","[12.58059312 12.78517229 13.63285482 ... 11.52713183 11.23865247
 11.40552058]",[2.26331999 2.1483677  2.01937049 ... 2.76010061 2.4901191  2.50552393],"[15.7118279  15.49683705 15.44988057 ... 17.24854325 16.77702425
 16.35559255]",[4.24111803 4.26672571 4.47206437 ... 4.08206641 3.92250617 3.97458415],"[-10.60279508 -10.66681428 -11.18016093 ... -10.20516603  -9.80626541
  -9.93646036]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],944.0,566400.0,"[19.95294593 19.76356277 19.92194494 ... 21.33060966 20.69953041
 20.3301767 ]",208600.0,2.0,7.0,111240.197982782,75487.40262655429,0,219231.279486879,30194.96105062171,5557.834305606001,46386.85518302825,6.332748603500001,4.5233918596428575,0,22.171174366,1.8093567438571432,0.0,22.05471855125,8.838098203,6.312927287857143,0,34.145383261,2.5251709151428567,0.0,29.341028255,Mer bergvarme og solceller,Oppgradert bygningsmasse
29,41,nidarosDPS,P3,,,Østmarkveien 43,2987672,Sykehus,Sykehus,TEK10/TEK17,1495,0,4,10.451577,63.453305,False,False,False,False,False,False,0,0,True,"[ -5.08673974  -7.0027321   -4.32910544 ... -24.60851881 -15.13196645
 -14.96112129]","[14.72676032 14.52524852 14.48123602 ... 16.16712988 15.7251732
 15.33016355]","[11.7918412  11.98359409 12.77813038 ... 10.80442764 10.53403476
 10.69044092]",[2.12141905 2.0136738  1.89276419 ... 2.58705355 2.33399878 2.34843779],"[14.72676032 14.52524852 14.48123602 ... 16.16712988 15.7251732
 15.33016355]",0,0,0,0,0,0.0,0.0,"[ 9.64002058  7.52251642 10.15213059 ... -8.44138893  0.59320675
  0.36904226]",178500.0,24.0,30.0,27006.109100777998,0.0,0,205486.37168205902,0.0,0.0,0.0,2.9357110735000003,0.0,0,20.781132086,0.0,0.0,0.0,1.7160145369999995,0.0,0,32.004606881,0.0,0.0,0.0,Mer bergvarme og solceller,Oppgradert bygningsmasse
30,42,nidarosDPS,P3,,,Østmarkveien 23,2987675,Sykehus,Sykehus,TEK10/TEK17,1680,0,6,10.449077,63.452271,False,False,False,False,False,False,0,0,False,"[15.63496805 15.72937128 16.48635643 ... 15.048621   14.4603989
 14.65238544]","[16.54913534 16.3226873  16.27322844 ... 18.16774462 17.67109764
 17.2272072 ]","[13.25103226 13.46651376 14.35937059 ... 12.14143039 11.83757753
 12.01333829]",[2.38393579 2.26285752 2.12698584 ... 2.90719061 2.62282138 2.63904715],"[16.54913534 16.3226873  16.27322844 ... 18.16774462 17.67109764
 17.2272072 ]",0,0,0,0,0,0.0,0.0,"[32.18410339 32.05205858 32.75958487 ... 33.21636562 32.13149654
 31.87959264]",348100.0,30.0,45.0,117168.359003808,0.0,0,230914.45112097598,0.0,0.0,0.0,6.670230504,0.0,0,23.352710304,0.0,0.0,0.0,9.309094032,0.0,0,35.965043184,0.0,0.0,0.0,Mer bergvarme og solceller,Oppgradert bygningsmasse
31,52,mindreBygg,P3,,,Østmarkveien 19,2987687,Veksthus,Hus,TEK10/TEK17,295,0,1,10.451696,63.451311,True,False,False,False,False,True,0,0,False,[3.4562793  3.38152346 3.32138063 ... 4.23151357 3.80101839 3.68561312],[1.22850293 0.95632855 0.85965457 ... 2.11046688 1.88142395 1.49324082],[3.01961221 3.09917023 3.12191261 ... 3.43822081 3.1340328  3.18856001],[0.43666708 0.28235323 0.19946803 ... 0.79329276 0.66698559 0.49705311],[1.22850293 0.95632855 0.85965457 ... 2.11046688 1.88142395 1.49324082],[0.98750837 0.96614956 0.9489659  ... 1.20900388 1.08600525 1.05303232],"[-2.46877093 -2.4153739  -2.37241474 ... -3.02250969 -2.71501314
 -2.6325808 ]",[0. 0. 0. ... 0. 0. 0.],0,0,227.0,136200.0,[2.2160113  1.92247811 1.80862047 ... 3.31947075 2.9674292  2.54627314],19100.0,2.0,1.0,25422.613826607,18159.00987614786,0,11810.5593322765,7263.603950459143,0.0,0.0,1.1949171765,0.8535122689285715,0,1.3578973015,0.3414049075714285,0.0,0.0,0.8606317314999999,0.6147369510714286,0,1.1050576985,0.24589478042857138,0.0,0.0,Mer bergvarme og solceller,Oppgradert bygningsmasse
32,54,mindreBygg,P3,,,Østmarkveien 26,2987693,Andre småhus m/3 boliger el fl,Hus,TEK10/TEK17,388,0,3,10.448255,63.451866,False,True,False,False,False,False,0,0,False,[4.54588599 4.44756306 4.36845995 ... 5.56551615 4.99930554 4.84751827],[1.61579368 1.25781518 1.13066432 ... 2.7758005  2.47455082 1.96399132],[3.97155776 4.07619678 4.10610878 ... 4.52213449 4.12204992 4.19376706],[0.57432823 0.37136628 0.26235117 ... 1.04338166 0.87725562 0.65375121],[1.61579368 1.25781518 1.13066432 ... 2.7758005  2.47455082 1.96399132],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[6.16167967 5.70537824 5.49912427 ... 8.34131665 7.47385636 6.81150959],35100.0,-3.0,-6.0,33437.2005583848,0.0,0,15533.888206519601,0.0,0.0,13836.982914948478,1.5716198796,0.0,0,1.7859801796,0.0,0.0,6.373361073333334,1.1319495316,0.0,0,1.4534318203999999,0.0,0.0,8.415723233333335,Mer bergvarme og solceller,Oppgradert bygningsmasse
33,55,mindreBygg,P3,,,Østmarkveien 26,2987694,Andre småhus m/3 boliger el fl,Hus,TEK10/TEK17,388,0,3,10.44784,63.451996,False,True,False,False,False,False,0,0,False,[4.54588599 4.44756306 4.36845995 ... 5.56551615 4.99930554 4.84751827],[1.61579368 1.25781518 1.13066432 ... 2.7758005  2.47455082 1.96399132],[3.97155776 4.07619678 4.10610878 ... 4.52213449 4.12204992 4.19376706],[0.57432823 0.37136628 0.26235117 ... 1.04338166 0.87725562 0.65375121],[1.61579368 1.25781518 1.13066432 ... 2.7758005  2.47455082 1.96399132],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[6.16167967 5.70537824 5.49912427 ... 8.34131665 7.47385636 6.81150959],35100.0,-3.0,-6.0,33437.2005583848,0.0,0,15533.888206519601,0.0,0.0,13836.982914948478,1.5716198796,0.0,0,1.7859801796,0.0,0.0,6.373361073333334,1.1319495316,0.0,0,1.4534318203999999,0.0,0.0,8.415723233333335,Mer bergvarme og solceller,Oppgradert bygningsmasse
34,56,mindreBygg,P3,,,Østmarkveien 26E,2987698,Bo- og behandlingssenter,Sykehjem,TEK10/TEK17,424,0,2,10.446325,63.451778,True,True,False,False,False,True,0,0,False,[5.459193   5.53872243 5.86179551 ... 5.89378618 5.58724444 5.53433598],[3.76017298 3.69771757 3.7078976  ... 4.25911044 4.06404865 3.86301015],[4.38110601 4.52542281 4.85218591 ... 4.55247341 4.42826507 4.37740102],[1.07808699 1.01329962 1.00960959 ... 1.34131276 1.15897937 1.15693496],[3.76017298 3.69771757 3.7078976  ... 4.25911044 4.06404865 3.86301015],[1.55976943 1.58249212 1.67479872 ... 1.68393891 1.59635555 1.58123885],"[-3.89942357 -3.95623031 -4.18699679 ... -4.20984727 -3.99088889
 -3.95309713]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],369.0,221400.0,[5.31994241 5.28020969 5.38269631 ... 5.94304935 5.6604042  5.444249  ],34500.0,-4.0,-6.0,43469.402301505594,29494.736613290857,0,43237.0118081144,11797.894645316344,2176.7710428984014,22681.240035843373,3.2725241776,2.3375172697142856,0,5.515219008,0.9350069078857142,0.0,10.447055780000001,4.9208702664,3.514907333142857,0,6.071980192,1.4059629332571428,0.0,13.7948453,Mer bergvarme og solceller,Oppgradert bygningsmasse
35,57,mindreBygg,P3,,,Østmarkveien 28C,2987699,Stort frittliggende boligbygg på 2 etg.,Hus,TEK10/TEK17,510,0,3,10.448162,63.452415,True,False,False,False,False,True,0,0,False,[5.97526251 5.84602361 5.74204787 ... 7.31549804 6.57125213 6.37173794],[2.12385252 1.65331377 1.48618248 ... 3.64860375 3.25263123 2.58153498],[5.22034654 5.35788752 5.39720485 ... 5.94404276 5.4181584  5.51242578],[0.75491597 0.4881361  0.34484303 ... 1.37145528 1.15309373 0.85931216],[2.12385252 1.65331377 1.48618248 ... 3.64860375 3.25263123 2.58153498],[1.70721786 1.67029246 1.64058511 ... 2.0901423  1.87750061 1.82049655],"[-4.26804465 -4.17573115 -4.10146277 ... -5.22535574 -4.69375152
 -4.55124138]",[0. 0. 0. ... 0. 0. 0.],0,0,392.0,235200.0,[3.83107038 3.32360623 3.12676759 ... 5.73874605 5.13013184 4.40203154],33000.0,3.0,2.0,43950.95949684599,31393.542497747138,0,20418.255116817003,12557.416999098856,0.0,0.0,2.065789017,1.4755635835714287,0,2.347551267,0.5902254334285715,0.0,0.0,1.4878718069999999,1.0627655764285713,0,1.910438733,0.4251062305714286,0.0,0.0,Mer bergvarme og solceller,Oppgradert bygningsmasse
36,58,mindreBygg,P3,,,Østmarkveien 28G,2987700,Rekkehus,Hus,TEK10/TEK17,822,0,3,10.447456,63.452332,False,True,False,False,False,False,0,0,False,"[ 9.63071722  9.42241453  9.2548301  ... 11.79086154 10.59131226
 10.26974232]",[3.42315053 2.66475278 2.39537647 ... 5.88069075 5.24247622 4.16082697],[8.4139703  8.635654   8.69902428 ... 9.58039833 8.73279648 8.88473332],[1.21674692 0.78676053 0.55580582 ... 2.21046322 1.85851578 1.38500901],[3.42315053 2.66475278 2.39537647 ... 5.88069075 5.24247622 4.16082697],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,"[13.05386775 12.08716731 11.65020658 ... 17.67155229 15.83378848
 14.4305693 ]",74400.0,-6.0,-12.0,70838.6053066812,0.0,0,32909.4229529874,0.0,0.0,29314.43287651455,3.3295658274,0.0,0,3.7837002774000004,0.0,0.0,13.502326810000001,2.3980992654,0.0,0,3.0791777226,0.0,0.0,17.82918685,Mer bergvarme og solceller,Oppgradert bygningsmasse
37,59,mindreBygg,P3,,,Østmarkveien 28N,2987701,Kjede/atriumhus,Hus,TEK10/TEK17,410,0,2,10.445153,63.452006,True,False,False,False,False,True,0,0,False,[4.80364241 4.69974447 4.61615613 ... 5.88108666 5.28277132 5.12237756],[1.70741085 1.3291346  1.19477415 ... 2.93319125 2.6148604  2.07535165],[4.19674918 4.30732134 4.33892939 ... 4.77854418 4.3557744  4.43155798],[0.60689323 0.39242314 0.27722675 ... 1.10254248 0.92699692 0.69081958],[1.70741085 1.3291346  1.19477415 ... 2.93319125 2.6148604  2.07535165],[1.37246926 1.34278414 1.31890175 ... 1.68031047 1.50936323 1.46353645],"[-3.43117315 -3.35696034 -3.29725438 ... -4.20077618 -3.77340809
 -3.65884111]",[0. 0. 0. ... 0. 0. 0.],0,0,315.0,189000.0,[3.07988011 2.67191873 2.51367591 ... 4.61350172 4.12422364 3.5388881 ],26500.0,2.0,2.0,35333.124301386,25237.945929561432,0,16414.675682147,10095.178371824572,0.0,0.0,1.660732347,1.1862373907142856,0,1.8872470970000002,0.47449495628571436,0.0,0.0,1.196132237,0.8543801692857143,0,1.535842903,0.3417520677142858,0.0,0.0,Mer bergvarme og solceller,Oppgradert bygningsmasse
38,60,mindreBygg,P3,,,Østmarkveien 30,2987703,"Tomannsbolig, horisontaldelt",Hus,TEK10/TEK17,229,0,3,10.448481,63.45278,False,False,False,False,False,False,0,0,False,[2.68301003 2.62497923 2.57829208 ... 3.28480206 2.95062105 2.86103527],[0.95365142 0.7423703  0.66732508 ... 1.63829462 1.4604952  1.15915983],[2.34403795 2.40579655 2.4234508  ... 2.66899175 2.43285936 2.47518726],[0.33897207 0.21918268 0.15484128 ... 0.61581031 0.51776169 0.38584801],[0.95365142 0.7423703  0.66732508 ... 1.63829462 1.4604952  1.15915983],0,0,0,0,0,0.0,0.0,[3.63666145 3.36734953 3.24561716 ... 4.92309669 4.41111626 4.0201951 ],28900.0,2.0,2.0,19734.842597603398,0.0,0,9168.1969053943,0.0,0.0,0.0,0.9275797743,0.0,0,1.0540965493,0.0,0.0,0.0,0.6680836153,0.0,0,0.8578244507,0.0,0.0,0.0,Mer bergvarme og solceller,Oppgradert bygningsmasse
39,61,mindreBygg,P3,,,Østmarkveien 32,2987704,Andre småhus m/3 boliger el fl,Hus,TEK10/TEK17,345,0,3,10.448003,63.452838,False,True,False,False,False,False,0,0,False,[4.04208934 3.95466303 3.8843265  ... 4.94871926 4.44525879 4.31029331],[1.43672376 1.11841814 1.00535874 ... 2.46817312 2.20030936 1.74633249],[3.53141089 3.62445332 3.65105034 ... 4.0209701  3.6652248  3.72899391],[0.51067845 0.33020971 0.23327617 ... 0.92774916 0.78003399 0.5812994 ],[1.43672376 1.11841814 1.00535874 ... 2.46817312 2.20030936 1.74633249],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[5.47881311 5.07308117 4.88968524 ... 7.41689239 6.64556816 6.0566258 ],31200.0,-3.0,-5.0,29731.531424337,0.0,0,13812.349049611501,0.0,0.0,12303.502849632017,1.3974455115,0.0,0,1.5880493865,0.0,0.0,5.667034975,1.0065015165,0.0,0,1.2923556135,0.0,0.0,7.483052875,Mer bergvarme og solceller,Oppgradert bygningsmasse
40,62,mindreBygg,P3,,,Østmarkveien 34,2987705,Andre småhus m/3 boliger el fl,Hus,TEK10/TEK17,348,0,3,10.447405,63.452925,True,True,False,False,False,True,0,0,False,[4.07723795 3.98905141 3.91810326 ... 4.9917516  4.48391322 4.34777412],[1.44921701 1.12814351 1.01410099 ... 2.4896355  2.21944249 1.76151799],[3.56211881 3.65597031 3.6827986  ... 4.05593506 3.69709632 3.76141994],[0.51511914 0.3330811  0.23530465 ... 0.93581654 0.7868169  0.58635418],[1.44921701 1.12814351 1.01410099 ... 2.4896355  2.21944249 1.76151799],[1.16492513 1.13972897 1.11945807 ... 1.42621474 1.28111806 1.24222118],"[-2.91231282 -2.84932243 -2.79864518 ... -3.56553686 -3.20279516
 -3.10555294]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],268.0,160800.0,[2.61414214 2.26787249 2.13355906 ... 3.91585024 3.50056055 3.00373917],10100.0,-4.0,-6.0,29990.0664802008,21421.476057286287,0,13932.4564326516,8568.590422914513,0.0,12410.489830933167,1.4095972116,1.0068551511428572,0,1.6018585116000001,0.4027420604571428,0.0,5.716313540000001,1.0152537036,0.7251812168571429,0,1.3035934884,0.2900724867428571,0.0,7.5481229,Mer bergvarme og solceller,Oppgradert bygningsmasse
41,63,mindreBygg,P3,,,Østmarkveien 36,2987706,Andre småhus m/3 boliger el fl,Hus,TEK10/TEK17,345,0,3,10.446861,63.452868,False,True,False,False,False,False,0,0,False,[4.04208934 3.95466303 3.8843265  ... 4.94871926 4.44525879 4.31029331],[1.43672376 1.11841814 1.00535874 ... 2.46817312 2.20030936 1.74633249],[3.53141089 3.62445332 3.65105034 ... 4.0209701  3.6652248  3.72899391],[0.51067845 0.33020971 0.23327617 ... 0.92774916 0.78003399 0.5812994 ],[1.43672376 1.11841814 1.00535874 ... 2.46817312 2.20030936 1.74633249],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],0.0,0.0,[5.47881311 5.07308117 4.88968524 ... 7.41689239 6.64556816 6.0566258 ],31200.0,-3.0,-5.0,29731.531424337,0.0,0,13812.349049611501,0.0,0.0,12303.502849632017,1.3974455115,0.0,0,1.5880493865,0.0,0.0,5.667034975,1.0065015165,0.0,0,1.2923556135,0.0,0.0,7.483052875,Mer bergvarme og solceller,Oppgradert bygningsmasse
42,64,høyBlokk,P3,,,Harry Borthens Vei 9,2987711,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,TEK10/TEK17,3375,0,12,10.445843,63.453354,True,False,False,False,False,True,0,0,False,"[39.54217837 38.68692097 37.99884623 ... 48.41138407 43.48622734
 42.16591283]","[14.05490636 10.94104699  9.83503114 ... 24.14517187 21.52476551
 17.08368739]","[34.5464109  35.45660857 35.71679678 ... 39.33557707 35.85546
 36.47928825]",[4.99576748 3.2303124  2.28204945 ... 9.075807   7.63076734 5.68662457],"[14.05490636 10.94104699  9.83503114 ... 24.14517187 21.52476551
 17.08368739]","[11.29776525 11.05340599 10.85681321 ... 13.83182402 12.42463638
 12.04740366]","[-28.24441313 -27.63351498 -27.14203302 ... -34.57956005 -31.06159096
 -30.11850916]",[0. 0. 0. ... 0. 0. 0.],0,0,2597.0,1558200.0,"[25.35267161 21.99445298 20.69184434 ... 37.9769959  33.94940189
 29.13109105]",218200.0,19.0,15.0,290851.937846775,207751.38417626786,0,135120.80592011247,83100.55367050716,0.0,0.0,13.6706626125,9.764759008928571,0,15.535265737500001,3.905903603571428,0.0,0.0,9.8462104875,7.033007491071428,0,12.642609262499999,2.813202996428572,0.0,0.0,Mer bergvarme og solceller,Oppgradert bygningsmasse
43,65,høyBlokk,P3,,,Harry Borthens Vei 11,2987712,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,TEK10/TEK17,3725,0,12,10.446844,63.453721,True,True,False,False,False,True,0,0,False,"[43.64284873 42.69889797 41.93946732 ... 53.43182391 47.99591017
 46.53867416]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]","[38.12900166 39.1335902  39.42076088 ... 43.4148221  39.573804
 40.26232555]","[ 5.51384706  3.56530776  2.51870643 ... 10.0170018   8.42210617
  6.2763486 ]","[15.51245221 12.07567408 10.85496029 ... 26.64911563 23.75696342
 18.85532904]","[12.46938535 12.19968513 11.98270495 ... 15.2662354  13.71311719
 13.29676404]","[-31.17346338 -30.49921283 -29.95676237 ... -38.1655885  -34.28279298
 -33.24191011]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],2866.0,1719600.0,"[27.98183756 24.27535922 22.83766524 ... 41.91535103 37.47008061
 32.15209309]",207600.0,6.0,-3.0,321014.36103088496,229295.97216491788,0,149133.3339414575,91718.38886596714,0.0,33210.542112231364,15.0883609575,10.777400683928573,0,17.1463303325,4.310960273571428,0.0,15.296887885416668,10.8672989825,7.7623564160714285,0,13.953694667499999,3.104942566428571,0.0,20.198820260416667,Mer bergvarme og solceller,Oppgradert bygningsmasse
44,68,mindreBygg,P3,,,Østmarkveien 40,4345647,Annen kontorbygning,Kontor,TEK10/TEK17,673,0,3,10.447707,63.453335,True,False,False,False,False,True,0,0,False,[5.14558289 5.27618069 5.5885459  ... 4.91997168 4.71321774 5.05580213],[7.52940151 7.50551742 7.56432887 ... 7.85385347 7.74931705 7.61260047],[4.57946774 4.70750457 5.09098098 ... 4.27158935 4.12293422 4.44353183],[0.56611515 0.56867612 0.49756492 ... 0.64838233 0.59028352 0.6122703 ],[7.52940151 7.50551742 7.56432887 ... 7.85385347 7.74931705 7.61260047],[1.47016654 1.5074802  1.5967274  ... 1.40570619 1.34663364 1.44451489],"[-3.67541635 -3.76870049 -3.9918185  ... -3.51426549 -3.3665841
 -3.61128723]",[0. 0. 0. ... 0. 0. 0.],0,0,312.0,187200.0,[8.99956805 9.01299761 9.16105627 ... 9.25955966 9.09595069 9.05711536],129300.0,9.0,20.0,36747.9393134214,24934.069320505572,0,117498.63919897079,9973.627728202227,1840.2422647136002,0.0,1.4063044342,1.0045031672857143,0,8.184261472000001,0.40180126691428564,0.0,0.0,2.4139190920000004,1.724227922857143,0,19.404675627,0.6896911691428573,0.0,0.0,Mer bergvarme og solceller,Oppgradert bygningsmasse
